Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Symbol,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,RSI,BB_Middle,BB_Std,BB_Upper,BB_Lower
2025-10-08 04:30:00,4446.74,4465.5,4446.74,4461.63,5921.7183,2025-10-08 04:59:59.999,26405281.725404,75658,3793.0779,16915276.694209,ETHUSDT,4454.906,4457.832543406954,4466.306,4463.986893584734,,4470.136028907312,,4474.927619177555,41.3340593520284,,,,
2025-10-08 05:00:00,4461.64,4461.97,4424.04,4433.67,9841.4547,2025-10-08 05:29:59.999,43718742.479944,107601,4098.4252,18207401.553949,ETHUSDT,4445.474,4449.775939419584,4464.0289999999995,4458.373284240099,4476.14,4466.12054321192,,4471.98973991667,33.91126479325983,4476.14,25.10518210292601,4526.350364205852,4425.929635794148
2025-10-08 05:30:00,4433.67,4440.5,4421.05,4437.49,5817.3764,2025-10-08 05:59:59.999,25787853.060839,107853,2440.3921,10818138.162145,ETHUSDT,4444.625999999999,4445.679805063059,4460.618,4454.519339620296,4474.0425,4463.0140851825,,4469.609235067388,35.38053949903674,4474.0425,26.527121746580814,4527.096743493161,4420.988256506838
2025-10-08 06:00:00,4437.5,4453.46,4424.17,4443.35,6646.7985,2025-10-08 06:29:59.999,29513223.793764,95665,3062.6196,13600144.487622,ETHUSDT,4444.576,4444.903099563104,4456.949,4452.463682254617,4470.5875,4460.908429900101,,4467.849737099489,42.04973225173654,4470.5875,25.75004197748297,4522.087583954965,4419.087416045034
2025-10-08 06:30:00,4443.35,4458.42,4438.66,4455.6,5703.8627,2025-10-08 06:59:59.999,25379374.409923,81550,3271.7615,14560102.83709,ETHUSDT,4446.348,4448.4690507853975,4454.207,4453.03962248148,4467.9025,4460.3466497291,,4467.051136922092,52.254308868850714,4467.9025,24.257404268431845,4516.417308536864,4419.387691463136
2025-10-08 07:00:00,4455.6,4463.08,4446.05,4451.63,6128.5637,2025-10-08 07:29:59.999,27292744.638798,101343,2088.2251,9298808.011235,ETHUSDT,4444.348,4449.522763117475,4449.627,4452.781234976053,4464.8615,4459.433851084559,,4466.0712382623315,48.58902904077459,4464.8615,22.094739139252365,4509.050978278505,4420.672021721495
2025-10-08 07:30:00,4451.63,4464.7,4442.74,4463.48,9858.2727,2025-10-08 07:59:59.999,43897551.36818,87982,7212.2616,32117579.940337,ETHUSDT,4450.3099999999995,4454.175359664374,4447.892,4454.739439872034,4463.3625,4459.853580257958,,4465.910494715224,47.57089864783991,4463.3625,21.044397648030976,4505.451295296062,4421.273704703938
2025-10-08 08:00:00,4463.48,4476.95,4458.22,4472.37,8013.5549,2025-10-08 08:29:59.999,35802315.461616,83496,5385.2417,24064097.07784,ETHUSDT,4457.286,4460.240399901916,4450.956,4457.962468944209,4461.994000000001,4461.1410369791265,,4466.302261109607,47.71167730771527,4461.994000000001,19.378261667734474,4500.75052333547,4423.237476664532
2025-10-08 08:30:00,4472.37,4496.83,4469.94,4475.51,18346.0808,2025-10-08 08:59:59.999,82285165.069261,130695,8881.1394,39817170.81881,ETHUSDT,4463.718,4465.330356189323,4454.147,4461.167143557874,4460.86,4462.60786681278,,4466.848988264303,47.76154992548432,4460.86,17.743251052013207,4496.3465021040265,4425.373497895973
2025-10-08 09:00:00,4475.5,4484.0,4471.28,4476.97,4292.6007,2025-10-08 09:29:59.999,19222769.700959,65652,2618.7512,11726858.195213,ETHUSDT,4467.992,4469.21028298647,4457.17,4464.0508553693435,4461.0415,4464.064031822144,,4467.43806620882,43.39147286821713,4461.0415,17.89554348375536,4496.832586967511,4425.25041303249
2025-10-08 09:30:00,4476.97,4484.62,4473.92,4484.39,3319.0508,2025-10-08 09:59:59.999,14867845.9331,67947,1896.7759,8497030.098847,ETHUSDT,4474.544,4474.27022823979,4459.446000000001,4467.759894683619,4462.876,4466.112266334698,,4468.40634207372,51.2223595659938,4462.876,18.33117574544965,4499.5383514909,4426.2136485091005
2025-10-08 10:00:00,4484.39,4494.15,4479.61,4488.01,4627.3838,2025-10-08 10:29:59.999,20763012.114841,74390,2436.6526,10933884.7263,ETHUSDT,4479.45,4478.850176044723,4464.88,4471.450698363579,4464.454500000001,4468.306748397138,,4469.506387166843,71.00962411476308,4464.454500000001,19.09129133924777,4502.637082678496,4426.2719173215055
2025-10-08 10:30:00,4488.0,4504.68,4485.45,4500.08,11172.4703,2025-10-08 10:59:59.999,50245311.241434,76640,7107.7181,31968421.142015,ETHUSDT,4484.992,4485.926808633357,4471.139,4476.666393020075,4465.878500000001,4471.475136930961,,4471.193493627658,73.46684394216366,4465.878500000001,20.650771943008372,4507.180043886017,4424.576956113984
2025-10-08 11:00:00,4500.09,4506.85,4489.64,4493.3,5106.8027,2025-10-08 11:29:59.999,22974212.243425,59440,2291.6393,10310521.577306,ETHUSDT,4488.55,4488.384544785495,4476.134,4479.695611545037,4466.5415,4473.641776782816,,4472.394199473986,68.77722213260212,4466.5415,21.331015786261148,4509.2035315725225,4423.879468427478
2025-10-08 11:30:00,4493.29,4493.3,4483.0,4487.3,3122.8328,2025-10-08 11:59:59.999,14014867.730809,53595,1551.1328,6960974.50147,ETHUSDT,4490.616,4488.023029298377,4479.304,4481.080069773803,4466.7555,4474.992232020943,,4473.191759644405,61.15214180206796,4466.7555,21.525616190215306,4509.806732380431,4423.70426761957
2025-10-08 12:00:00,4487.3,4496.66,4473.25,4479.97,7790.1343,2025-10-08 12:29:59.999,34901992.746204,83923,4680.0457,20963614.574833,ETHUSDT,4489.732,4485.33868343366,4482.138,4480.878018940288,4465.8825,4475.482624798129,,4473.549330851163,74.50772813889486,4465.8825,20.547949539143662,4506.978399078287,4424.786600921712
2025-10-08 12:30:00,4479.97,4484.33,4469.05,4477.85,3892.7375,2025-10-08 12:59:59.999,17425439.644593,80565,1562.6543,6995544.581204,ETHUSDT,4487.700000000001,4482.842453908125,4483.575,4480.326979216961,4465.7335,4475.715088420976,,4473.77317304286,71.75506683915506,4465.7335,20.444399123631705,4506.622298247264,4424.844701752737
2025-10-08 13:00:00,4477.86,4490.71,4469.1,4476.79,8217.7939,2025-10-08 13:29:59.999,36837806.663993,99619,5737.823,25727719.060086,ETHUSDT,4483.0419999999995,4480.824968348396,4484.017,4479.683423078755,4467.4865,4475.820327858907,,4473.928204086701,69.00864029104115,4467.4865,19.76987827745283,4507.026256554906,4427.946743445094
2025-10-08 13:30:00,4476.78,4481.59,4439.75,4476.29,17023.4286,2025-10-08 13:59:59.999,75944258.534822,244770,7777.1588,34697827.42761,ETHUSDT,4479.64,4479.313311770865,4484.095,4479.066068954236,4469.121000000001,4475.866188889537,,4474.04811421049,63.57433407689253,4469.121000000001,19.02853616075327,4507.178072321508,4431.063927678494
2025-10-08 14:00:00,4476.29,4522.6,4476.2,4486.16,20986.6275,2025-10-08 14:29:59.999,94502646.311262,226170,11823.7174,53241054.19671,ETHUSDT,4479.412,4481.595541644976,4485.014000000001,4480.356504147895,4471.092,4476.868912526378,,4474.656019227711,71.02667153818042,4471.092,18.625590940820697,4508.343181881641,4433.840818118359
2025-10-08 14:30:00,4486.16,4496.69,4438.87,4450.09,15412.8286,2025-10-08 14:59:59.999,68788051.777701,187878,7314.8447,32650653.862755,ETHUSDT,4473.436,4471.093693005339,4481.584,4474.851305958389,4470.515,4474.26602367184,,4473.4364167697195,43.703564375059045,4470.515,19.106675741603507,4508.728351483207,4432.301648516794
2025-10-08 15:00:00,4450.1,4469.34,4437.08,4460.38,11242.3657,2025-10-08 15:29:59.999,50047674.900537,163111,5285.6686,23538296.964556,ETHUSDT,4469.942,4467.522461680586,4478.821000000001,4472.219299853245,4471.8505,4472.918955031797,,4472.794910096374,44.4351619790217,4471.8505,17.23785475571118,4506.326209511422,4437.374790488577
2025-10-08 15:30:00,4460.38,4460.87,4440.27,4447.14,5738.3616,2025-10-08 15:59:59.999,25545877.302538,125326,2451.3012,10912104.71043,ETHUSDT,4464.012,4460.728307377426,4473.527,4467.658208411225,4472.3330000000005,4470.4225862713265,,4471.546774802598,37.961469914283235,4472.3330000000005,16.336974241531628,4505.006948483064,4439.659051516937
2025-10-08 16:00:00,4447.15,4465.36,4439.0,4463.89,9442.9638,2025-10-08 16:29:59.999,42053012.815844,128496,5496.7401,24490528.859658,ETHUSDT,4461.532000000001,4461.782204960646,4470.586,4466.972929792631,4473.36,4469.790997297226,,4471.177747434189,45.08713942307691,4473.36,15.010896393166064,4503.381792786332,4443.338207213667
2025-10-08 16:30:00,4463.89,4499.0,4455.21,4496.35,10958.4632,2025-10-08 16:59:59.999,49119972.386741,98637,6733.5592,30183606.631988,ETHUSDT,4463.570000000001,4473.304803615861,4471.491,4472.315170862402,4475.3975,4472.3550925725185,,4472.380155853375,53.780981284774946,4475.3975,15.237259691125402,4505.872019382251,4444.922980617749
2025-10-08 17:00:00,4496.35,4547.0,4490.0,4539.36,23092.8393,2025-10-08 17:29:59.999,104447944.985449,160488,14692.7851,66459461.821262,ETHUSDT,4481.424000000001,4495.323202803916,4477.43,4484.506924057708,4479.784000000001,4478.815538688175,,4475.552468395323,62.996709693748386,4479.784000000001,19.937781220589077,4519.659562441178,4439.908437558823
2025-10-08 17:30:00,4539.36,4558.0,4524.89,4538.46,13060.2313,2025-10-08 17:59:59.999,59310344.738254,122241,6280.3538,28521599.471986,ETHUSDT,4497.04,4509.702135373856,4483.491,4494.3177489848895,4483.533,4484.559534405828,,4478.507831375508,60.29616911685815,4483.533,23.450664697123894,4530.434329394248,4436.631670605752
2025-10-08 18:00:00,4538.47,4543.95,4525.76,4529.84,7032.4508,2025-10-08 18:29:59.999,31889768.216096,104169,3798.1705,17226213.905303,ETHUSDT,4513.58,4516.4147569692,4488.796,4500.776972886976,4486.4065,4488.915578159623,,4480.9008112516085,59.70672617150151,4486.4065,25.446874955485278,4537.300249910971,4435.512750089029
2025-10-08 18:30:00,4529.84,4536.11,4513.22,4523.48,9965.9462,2025-10-08 18:59:59.999,45091007.759201,101300,4331.5589,19601804.055671,ETHUSDT,4525.4980000000005,4518.769837991933,4493.515,4504.905126899094,4488.805,4492.237523588995,,4482.87116437817,59.59274578428242,4488.805,26.600336464039575,4542.00567292808,4435.604327071921
2025-10-08 19:00:00,4523.48,4526.67,4500.0,4516.73,15799.7367,2025-10-08 19:29:59.999,71192404.408851,91957,4647.3791,20955759.499753,ETHUSDT,4529.574,4518.089891992223,4496.572,4507.055244837809,4490.793,4494.589418507066,,4484.426999752087,59.77659574468072,4490.793,27.14936814230563,4545.091736284611,4436.494263715388
2025-10-08 19:30:00,4516.73,4526.09,4509.22,4515.27,5302.0083,2025-10-08 19:59:59.999,23952699.389788,65120,2716.1818,12273376.920336,ETHUSDT,4524.755999999999,4517.149927992604,4503.09,4508.548916834207,4492.337,4496.5737136117,,4485.834774237323,59.98718906800481,4492.337,27.639714009490977,4547.616428018982,4437.057571981019
2025-10-08 20:00:00,4515.28,4527.06,4505.04,4520.98,3863.5001,2025-10-08 20:29:59.999,17449565.459889,60864,2193.3959,9908402.391185,ETHUSDT,4521.26,4518.426618663738,4509.15,4510.809213006543,4493.9855,4498.913823717315,4481.0262,4487.428671376751,61.50841189645301,4493.9855,28.3423334988148,4550.670166997629,4437.30083300237
2025-10-08 20:30:00,4520.98,4521.11,4500.18,4503.66,3454.427,2025-10-08 20:59:59.999,15583751.32736,45287,1400.1929,6317764.358528,ETHUSDT,4516.023999999999,4513.504412437345,4514.802,4509.509309403219,4494.164500000001,4499.36860139393,4481.5106,4488.160301052622,56.55380489440168,4494.164500000001,28.39410770509556,4550.952715410192,4437.37628458981
2025-10-08 21:00:00,4503.65,4526.18,4502.16,4522.89,2386.1073,2025-10-08 21:29:59.999,10772198.208923,35524,1552.3994,7009793.037084,ETHUSDT,4515.906,4516.632941627077,4520.701999999999,4511.942233741208,4495.644,4501.621106875643,4481.719400000001,4489.716628409924,58.41774762799673,4495.644,29.10860813176363,4553.861216263527,4437.426783736473
2025-10-08 21:30:00,4522.89,4527.77,4514.62,4525.59,2089.2976,2025-10-08 21:59:59.999,9448262.91124,26470,1178.7311,5330941.525208,ETHUSDT,4517.678,4519.618627752772,4523.626,4514.423705457433,4497.5585,4503.915259538724,4482.0452000000005,4491.3152593224195,70.42748917748946,4497.5585,29.782319600555606,4557.123139201111,4437.993860798889
2025-10-08 22:00:00,4525.6,4539.31,4522.55,4525.37,5702.2677,2025-10-08 22:29:59.999,25820629.317639,60025,1986.144,8997876.351102,ETHUSDT,4519.697999999999,4521.535751835775,4522.227,4516.413979985276,4499.8285000000005,4505.967796919589,4482.3036,4492.824774192842,68.5972643507127,4499.8285000000005,30.099668519772383,4560.027837039545,4439.629162960456
2025-10-08 22:30:00,4525.37,4530.01,4521.31,4521.32,1418.4744,2025-10-08 22:59:59.999,6420010.47193,27008,808.2918,3658711.97437,ETHUSDT,4519.7660000000005,4521.463834557168,4520.513,4517.305997982978,4502.0019999999995,4507.435883757034,4482.8608,4494.081435187478,72.40546091579081,4502.0019999999995,29.998384974075165,4561.99876994815,4442.005230051849
2025-10-08 23:00:00,4521.31,4532.0,4509.45,4531.88,3098.2286,2025-10-08 23:29:59.999,14000092.381664,40107,1647.1982,7445015.782424,ETHUSDT,4525.41,4524.935889705257,4520.717,4519.955851430449,4504.7565,4509.772495009199,4483.5036,4495.740276906545,71.3335425164733,4504.7565,30.090620548606168,4564.937741097213,4444.575258902788
2025-10-08 23:30:00,4531.88,4537.55,4523.53,4525.72,2863.8529,2025-10-08 23:59:59.999,12974693.134263,34570,1509.4739,6839455.195428,ETHUSDT,4525.976000000001,4525.197259803529,4520.941000000001,4521.003889736297,4507.228,4511.296379675375,4484.0542,4497.049861409678,61.03720405862467,4507.228,29.656297742464183,4566.540595484928,4447.915404515072
2025-10-09 00:00:00,4525.72,4531.52,4514.28,4519.17,3686.5114,2025-10-09 00:29:59.999,16669694.746134,60829,1837.052,8305785.258644,ETHUSDT,4524.692,4523.188173202229,4521.185,4520.670452299081,4508.878500000001,4512.04851441078,4484.9708,4498.011824102546,39.54860751630616,4508.878500000001,29.338937352948253,4567.556374705897,4450.200625294105
2025-10-09 00:30:00,4519.18,4522.71,4507.92,4511.29,3299.2915,2025-10-09 00:59:59.999,14898013.358899,58063,1342.9619,6065108.138949,ETHUSDT,4521.875999999999,4519.222115467992,4520.787,4518.9649032146335,4511.938499999999,4511.9760774808265,4486.2426000000005,4498.586810104737,36.88326735541173,4511.938499999999,25.871287941211683,4563.681075882423,4460.1959241175755
2025-10-09 01:00:00,4511.28,4514.01,4475.02,4481.52,23750.6692,2025-10-09 01:29:59.999,106772272.651691,120020,4804.8569,21585012.478929,ETHUSDT,4513.915999999999,4506.654743644986,4516.840999999999,4512.156698812671,4512.9955,4509.0683270824,4486.7442,4497.850773025245,30.628608082103923,4512.9955,24.019518921301813,4561.034537842604,4464.956462157396
2025-10-09 01:30:00,4481.52,4481.52,4463.01,4478.99,12756.7237,2025-10-09 01:59:59.999,57051494.526784,89093,5641.7796,25234442.341584,ETHUSDT,4503.338000000001,4497.433162429824,4514.374,4506.126360818339,4514.588000000001,4506.197317908284,4486.892,4497.040536980988,31.598974274133525,4514.588000000001,20.1709986183982,4554.929997236797,4474.246002763204
2025-10-09 02:00:00,4478.99,4481.5,4441.5,4447.45,13039.8424,2025-10-09 02:29:59.999,58100859.201882,106891,4643.187,20698551.148547,ETHUSDT,4487.683999999999,4480.772108286348,4506.83,4495.457889429251,4513.7660000000005,4500.591016370803,4486.2402,4494.918131757214,26.22185612300933,4513.7660000000005,22.541452668834648,4558.84890533767,4468.683094662331
2025-10-09 02:30:00,4447.45,4453.14,4398.17,4412.82,24582.9039,2025-10-09 02:59:59.999,108666564.501397,168048,8494.1442,37563380.626274,ETHUSDT,4466.414,4458.121405524049,4495.553,4480.43277005519,4509.5895,4492.216574570823,4484.8362,4491.416991465601,21.358680458484613,4509.5895,31.7822687201563,4573.154037440313,4446.024962559687
2025-10-09 03:00:00,4412.82,4444.6,4412.05,4440.85,8134.1784,2025-10-09 03:29:59.999,36049325.638463,81164,4622.9552,20486886.816358,ETHUSDT,4452.326,4452.364270349335,4487.101000000001,4473.235883738283,4504.664,4487.316421337249,4483.7046,4489.267893438795,30.084008549982983,4504.664,34.447339428240106,4573.55867885648,4435.76932114352
2025-10-09 03:30:00,4440.85,4453.32,4436.96,4450.8,5930.0645,2025-10-09 03:59:59.999,26367380.380928,49884,3011.4057,13390077.171662,ETHUSDT,4446.182,4451.842846899555,4480.049000000001,4469.156623322364,4500.281000000001,4483.833458831505,4483.104,4487.638359221224,36.362229102167404,4500.281000000001,35.48217623718198,4571.245352474365,4429.316647525637
2025-10-09 04:00:00,4450.8,4458.5,4438.49,4457.27,7083.1204,2025-10-09 04:29:59.999,31528467.023559,58205,3290.7876,14647510.317667,ETHUSDT,4441.838,4453.651897933041,4472.588,4466.995415255582,4496.6525,4481.300178346017,4483.4148,4486.355961886248,31.87693327441471,4496.6525,36.007019180476966,4568.666538360954,4424.638461639046
2025-10-09 04:30:00,4457.28,4457.74,4444.37,4455.04,5591.9008,2025-10-09 04:59:59.999,24890031.9878,43938,2428.481,10809136.435263,ETHUSDT,4443.356,4454.114598622028,4465.52,4464.821700242162,4493.2305,4478.796143920919,4483.643599999999,4485.037520771818,30.464639751896982,4493.2305,36.57097417855387,4566.372448357108,4420.088551642892
2025-10-09 05:00:00,4455.05,4460.0,4437.73,4447.0,6041.2298,2025-10-09 05:29:59.999,26873753.763027,43714,2266.9325,10087205.80412,ETHUSDT,4450.192,4451.743065748016,4458.303,4461.581387266836,4489.744000000001,4475.764582367912,4483.6488,4483.440701354786,29.20006369764876,4489.744000000001,37.52417177458291,4564.792343549167,4414.695656450835
2025-10-09 05:30:00,4447.0,4455.0,4441.61,4454.69,3200.1093,2025-10-09 05:59:59.999,14237417.500336,41170,1657.7791,7376715.33416,ETHUSDT,4452.96,4452.725377165345,4452.643,4460.328406548758,4486.715,4473.755466153554,4483.51,4482.237071013291,32.65114825808479,4486.715,37.799272688630055,4562.31354537726,4411.11645462274
2025-10-09 06:00:00,4454.69,4454.69,4423.86,4434.36,12066.8552,2025-10-09 06:29:59.999,53572736.7653,67851,3682.9327,16345097.424259,ETHUSDT,4449.6720000000005,4446.603584776894,4447.927000000001,4455.6068743393225,4482.384,4470.000112504395,4483.5238,4480.23802190064,25.837462834489614,4482.384,38.62009286150742,4559.624185723015,4405.143814276985
2025-10-09 06:30:00,4434.36,4444.18,4424.79,4429.55,4978.7544,2025-10-09 06:59:59.999,22078313.464015,53518,1944.6072,8624728.442592,ETHUSDT,4444.128,4440.919056517928,4442.983,4450.869257747711,4478.6785,4466.144558395493,4483.365,4478.126963022165,26.011474183088126,4478.6785,40.00188722850369,4558.682274457007,4398.674725542993
2025-10-09 07:00:00,4429.56,4434.8,4419.0,4424.4,4210.682,2025-10-09 07:29:59.999,18643044.907744,59625,2083.6671,9226038.636257,ETHUSDT,4438.0,4435.4127043452845,4440.678,4446.056662873911,4473.754,4462.165933578095,4482.986000000001,4475.894767657354,26.19442351168051,4473.754,40.33370895286573,4554.421417905732,4393.086582094268
2025-10-09 07:30:00,4424.39,4437.5,4411.0,4426.6,10119.6715,2025-10-09 07:59:59.999,44748241.974287,66329,5745.7547,25410486.703233,ETHUSDT,4433.92,4432.4751362301895,4442.056,4442.519086268682,4468.8045,4458.776425972733,4482.406,4473.851480405485,28.101566944200528,4468.8045,39.70677477326002,4548.21804954652,4389.39095045348
2025-10-09 08:00:00,4426.6,4426.69,4336.37,4340.43,35732.1381,2025-10-09 08:29:59.999,156355492.267923,218896,14891.7577,65149442.898873,ETHUSDT,4411.068,4401.793424153457,4432.014,4423.957427620441,4459.5575,4447.498486556901,4480.182,4468.333439434987,21.756015534291777,4459.5575,46.7502589776056,4553.058017955211,4366.056982044789
2025-10-09 08:30:00,4340.43,4360.1,4320.0,4328.0,28112.2989,2025-10-09 08:59:59.999,122035095.929664,215028,14001.3293,60789069.183309,ETHUSDT,4389.796,4377.195616102303,4419.7339999999995,4406.510617523346,4449.8915,4436.111419603217,4477.4724,4462.541940908497,20.926560634651935,4449.8915,52.89029652074188,4555.672093041483,4344.110906958516
2025-10-09 09:00:00,4328.01,4356.66,4325.9,4351.02,12721.8106,2025-10-09 09:29:59.999,55267298.732599,142967,7845.7662,34091695.595584,ETHUSDT,4374.09,4368.470410734868,4409.109,4396.421411935999,4440.8485,4428.003442886136,4475.0454,4457.94891356349,30.802309376866717,4440.8485,53.59115611199571,4548.030812223991,4333.666187776009
2025-10-09 09:30:00,4351.01,4353.57,4331.12,4334.82,17442.9025,2025-10-09 09:59:59.999,75742339.936086,108870,8142.1895,35373870.136206,ETHUSDT,4356.174,4357.253607156578,4397.087,4385.221153039318,4431.3035,4419.124834556711,4472.2316,4452.8878201529415,33.24166380199404,4431.3035,54.66883989555141,4540.641179791103,4321.965820208897
2025-10-09 10:00:00,4334.82,4348.68,4324.28,4329.65,15113.1612,2025-10-09 10:29:59.999,65546417.164379,95990,7822.3542,33945186.88545,ETHUSDT,4336.784000000001,4348.052404771051,4385.352,4375.117305422365,4421.8275,4410.599951463387,4469.285199999999,4447.8317977048755,23.506146955113067,4421.8275,55.06072235315858,4531.948944706318,4311.706055293683
2025-10-09 10:30:00,4329.65,4358.48,4329.65,4354.7,10053.7699,2025-10-09 10:59:59.999,43730570.260018,104264,5989.7296,26057440.130606,ETHUSDT,4339.638000000001,4350.268269847367,4375.353,4371.405067588926,4413.9980000000005,4405.274185044073,4466.6914,4444.017828032232,28.640647226173726,4413.9980000000005,52.754905344371615,4519.507810688744,4308.488189311257
2025-10-09 11:00:00,4354.69,4376.14,4354.13,4374.63,8906.2559,2025-10-09 11:29:59.999,38865165.66803,86767,4625.5877,20188705.274586,ETHUSDT,4348.964,4358.388846564912,4369.379999999999,4371.991418998932,4408.6535,4402.354718375568,4464.4238000000005,4441.181157114625,32.66923915778891,4408.6535,50.93745703516538,4510.528414070332,4306.778585929669
2025-10-09 11:30:00,4374.64,4387.15,4366.83,4373.05,7403.4469,2025-10-09 11:59:59.999,32410905.009514,94077,3888.683,17025642.178603,ETHUSDT,4353.37,4363.275897709942,4363.7300000000005,4372.183888288649,4403.3565,4399.56295111466,4461.8832,4438.400492417855,32.758548176809725,4403.3565,48.69728613154599,4500.751072263092,4305.9619277369075
